credit_limit_mad,gender,education_level,marital_status,age,payment_status_month_1,payment_status_month_2,payment_status_month_3,payment_status_month_4,payment_status_month_5,payment_status_month_6,bill_amount_month_1,bill_amount_month_2,bill_amount_month_3,bill_amount_month_4,bill_amount_month_5,bill_amount_month_6,payment_amount_month_1,payment_amount_month_2,payment_amount_month_3,payment_amount_month_4,payment_amount_month_5,payment_amount_month_6,target
74200.0,1,4,1,43,-1,-2,-1,-2,-2,-2,24499,20657,21114,18169,18121,19068,1844,1422,2804,1191,2487,2585,0
17150.0,0,1,1,42,1,2,1,2,2,2,6122,5417,4982,5405,4967,4070,1992,991,1631,1948,1818,1114,0
16450.0,1,2,2,21,0,0,-1,-1,-1,-1,2565,2617,2562,2325,2353,2432,278,249,246,217,325,497,0
3500.0,1,3,2,30,0,1,0,-1,-1,-2,1576,1479,1604,1643,1582,1622,1204,1003,1154,575,551,566,0
3500.0,1,2,2,48,0,0,0,1,1,1,2241,2350,2431,2604,2381,1923,826,1459,848,919,1103,1183,0
15400.0,1,3,1,30,0,0,1,0,-1,0,8490,8854,7726,6507,5353,5701,826,873,595,1008,786,719,0
4900.0,1,3,1,45,3,2,2,1,2,2,2693,2205,2192,2066,1920,1618,91,75,75,61,31,61,1
8050.0,1,3,1,36,1,1,0,0,-1,-1,2548,2143,2193,2002,1936,1568,359,287,438,379,429,324,0
17500.0,0,2,1,42,-1,-2,-2,-2,-2,-2,2286,1895,1958,1708,1490,1323,518,507,831,785,556,449,0
63000.0,0,4,2,27,0,-1,-1,0,-1,0,13292,12925,12848,11908,10141,10160,11629,5379,6406,9984,8749,7234,0
18200.0,1,3,2,42,-1,-1,-2,-1,0,-1,12993,13960,11501,11940,11890,10711,1618,2024,1775,3370,2934,3038,1
17150.0,1,3,2,29,2,1,2,3,3,4,6610,5607,4548,4680,4711,4701,1765,841,1226,689,1273,857,0
13650.0,0,1,1,37,0,0,-1,-2,-2,-1,5191,4419,4061,4362,4374,4636,786,1254,1444,1575,997,659,0
29050.0,0,1,1,35,1,1,2,1,2,3,9980,8986,8521,7816,6856,6154,545,1059,1180,744,896,576,0
193903.49999999945,0,2,2,46,0,1,2,1,2,2,46621,47413,44044,41677,34049,27984,21086,14752,16355,12671,10816,11595,0
36400.0,1,2,2,43,0,0,0,1,0,0,14645,14573,15700,13810,15034,13493,9357,8406,9009,7014,4514,7416,0
7700.0,0,1,2,21,1,0,0,-1,-1,-1,2151,2175,2135,2098,1903,1934,948,832,882,730,461,324,0
29050.0,0,1,1,28,2,2,2,2,2,1,19440,18436,17626,15946,16167,16502,9762,6982,3865,8735,4030,6858,0
10850.0,0,1,1,29,-1,-1,0,1,0,-1,3935,4078,3647,3857,3654,3448,724,826,856,453,782,738,0
51100.0,0,3,2,41,-1,0,1,1,1,2,16320,13937,14185,14328,14287,13742,8129,3662,4148,5330,3226,6470,0
21000.0,0,3,1,30,3,3,3,3,2,1,8059,8350,7075,6445,6530,5662,368,455,670,629,700,255,1
32900.0,1,4,1,25,-2,-2,-2,-2,-2,-2,5645,5338,4672,4775,5251,5030,2114,1258,1081,1831,1853,2391,0
53900.0,0,2,2,22,-1,-2,-1,-1,-1,0,7551,7770,8125,8200,7642,6859,1424,1012,1829,2148,1680,908,0
138250.0,1,2,2,42,0,1,1,1,0,0,49521,49306,46078,47215,43968,44722,578,404,504,595,656,540,0
12600.0,0,2,2,21,2,3,2,1,0,1,4854,5171,4852,4345,3927,3799,2591,1574,1385,1379,2500,1760,0
3500.0,1,2,1,45,0,-1,-1,0,1,0,2443,2677,2437,2001,2079,2190,434,852,394,465,286,596,1
4900.0,1,2,2,23,-1,-2,-2,-1,-2,-1,3258,3522,3234,2946,2726,2693,1244,2124,1758,1686,637,1504,0
16100.0,1,2,2,31,-1,0,1,1,0,1,4307,4038,3912,3873,3256,2726,14,9,20,16,18,13,1
36400.0,1,1,1,24,-1,0,0,0,-1,-2,6629,6726,5406,5622,4912,4749,427,576,472,450,442,411,0
19600.0,0,2,1,27,-1,-2,-2,-2,-2,-1,16092,15225,15783,16571,15042,13110,8073,5022,9827,5822,4898,9162,0
22400.0,0,1,2,33,0,-1,-2,-2,-2,-2,3713,3806,4013,3756,3960,4165,124,128,64,47,137,75,0
7000.0,1,1,1,34,0,-1,-1,-2,-1,-2,801,733,660,585,491,514,11,7,8,7,5,7,0
27300.0,1,2,2,21,0,-1,-2,-2,-2,-1,17274,16543,14861,15162,12948,13445,1564,2577,1918,967,906,1634,0
29750.0,1,1,1,31,0,-1,-2,-2,-1,-2,7448,7290,6879,6245,6771,7259,2091,2688,1863,2230,4030,3107,0
3850.0,1,2,1,36,0,1,2,2,3,3,931,747,785,764,755,777,332,258,119,323,175,216,0
137900.0,1,1,1,39,-1,-1,-2,-2,-2,-1,87146,78109,63684,69406,67030,62223,45282,36078,14272,32946,19994,13736,0
47600.0,1,2,2,21,1,1,1,1,1,1,9378,9667,10349,9522,8482,7569,863,1279,1158,1325,1008,496,0
28700.0,0,4,1,31,0,-1,-1,-1,-1,0,1132,1050,850,852,884,772,192,81,86,151,180,136,0
163450.0,1,2,2,21,0,1,0,-1,-2,-1,80462,73005,75427,74181,59942,48897,31854,24884,39638,20172,34573,24291,0
14700.0,1,2,1,30,-1,-1,-1,-2,-2,-2,9662,9765,7835,7817,7384,7902,2345,1118,1718,1546,1128,999,0
29750.0,0,4,2,31,1,0,-1,0,1,1,3508,3154,2694,2283,2082,1927,941,834,1235,881,766,586,0
5600.0,1,2,1,41,1,2,1,0,0,-1,457,444,408,405,374,369,174,143,148,272,109,194,0
109900.0,0,1,2,44,0,-1,0,0,0,1,31258,30076,31617,27881,29237,25740,5899,4596,5515,5154,3986,4280,0
42000.0,1,1,2,26,-1,0,-1,-1,-2,-2,10647,11376,11533,11570,11667,9683,687,1175,735,1425,1436,902,0
12250.0,0,2,1,38,3,2,1,1,0,0,6340,5648,4770,4489,4648,4041,2883,1145,1545,1643,1760,1599,1
12950.0,1,2,2,41,1,1,1,0,0,-1,2595,2319,2525,2452,2058,2054,349,246,404,172,325,241,1
55300.0,1,1,1,28,-1,-2,-2,-2,-2,-2,13893,12381,10836,9375,10103,10835,1638,2720,1960,1251,1316,1633,0
93450.0,0,3,2,42,-1,-2,-2,-1,-2,-2,6569,5688,4675,4602,4975,4822,3681,2569,3259,4058,1655,2590,0
13650.0,1,1,2,36,3,2,1,0,0,1,1620,1543,1566,1686,1530,1531,40,19,38,36,34,28,1
46900.0,1,3,1,32,-1,-2,-2,-2,-1,-2,21281,18634,18423,15461,12437,13480,636,922,1358,1030,1026,987,0
9800.0,1,4,1,36,-1,0,-1,0,0,1,1864,2024,1798,1567,1399,1223,484,395,487,341,409,199,0
39550.0,0,4,1,21,-1,-2,-1,-2,-2,-1,6600,5468,4597,4144,3822,3264,758,567,356,526,365,286,0
23800.0,0,3,1,36,0,0,0,-1,0,1,2766,2505,2262,1817,1645,1515,2021,1555,1840,1225,1112,880,0
4900.0,0,1,1,27,0,-1,0,1,2,2,424,456,401,324,276,271,332,157,307,196,150,228,1
14350.0,1,2,1,35,1,0,-1,-2,-2,-2,9539,10036,8502,8629,7180,7092,1747,3508,3468,2807,1923,2366,0
49000.0,1,1,1,31,3,4,3,4,3,4,14156,11471,11527,11606,10555,8732,3026,2976,5129,6053,4535,4271,1
35350.0,1,3,2,38,3,3,2,2,1,2,7369,7185,6978,5717,5153,4697,2173,2800,3725,1298,1498,2077,0
7700.0,1,1,1,46,-1,0,1,0,0,-1,1918,1777,1922,2001,1830,1895,892,749,643,718,562,542,0
8750.0,1,1,1,36,0,1,2,1,1,2,4604,4165,4270,3458,2991,2554,422,453,384,369,265,255,0
4900.0,1,4,1,44,3,2,3,2,3,4,2180,2052,2168,2069,2138,1830,651,268,242,609,309,215,1
10850.0,0,1,2,26,-1,0,1,2,2,2,3870,3569,3800,3418,3163,2652,1139,864,801,777,1029,620,0
26950.0,1,1,2,48,0,1,0,0,1,0,13038,13198,12058,12023,10434,10801,4433,5425,4933,4647,2784,1684,0
45150.0,0,2,1,26,0,1,2,2,3,3,24326,20292,17179,18319,15847,15353,4080,3694,4126,4737,4978,3892,1
4900.0,1,2,2,23,-2,-2,-2,-1,-1,-1,2211,2390,1920,1924,1734,1895,736,510,311,323,637,814,0
25900.0,1,2,2,32,-1,-2,-1,0,1,0,10433,9163,8833,8121,8731,7229,6241,4091,2057,3710,4518,2962,0
8400.0,1,2,2,31,0,0,1,1,0,1,2690,2631,2132,1820,1789,1462,1043,942,384,653,324,524,1
23100.0,0,3,2,21,3,2,2,3,2,2,15157,14017,14909,16159,14016,13869,989,1301,1803,1461,918,1121,1
119350.0,0,1,1,25,-1,0,-1,-2,-1,-1,63070,51482,43443,43868,38664,33562,18191,20427,17030,17336,19481,9674,0
7700.0,0,2,1,21,1,1,1,0,0,-1,3808,3683,3767,3249,3115,3042,500,795,868,803,1004,656,0
23450.0,0,2,2,23,0,-1,0,1,1,2,16030,16167,16759,13825,12134,12348,560,548,455,609,523,197,0
3500.0,0,2,2,29,0,1,0,0,0,0,939,860,736,772,635,566,133,86,181,181,137,114,0
37800.0,1,2,1,49,-2,-1,-1,0,-1,-1,16083,15667,14494,13390,10750,9482,3222,2498,3440,3696,2928,1801,1
15050.0,1,1,1,42,-1,-1,-2,-1,-1,-1,8228,7379,6142,5354,5684,5019,411,648,610,321,380,595,1
66500.0,0,1,2,38,2,3,4,5,4,3,23595,19902,20132,19329,20729,17779,3932,4105,5511,4135,5608,5076,1
19250.0,0,1,1,55,0,-1,-1,-2,-2,-1,7883,6328,6622,6158,5527,5861,2662,1100,1246,1633,738,1911,1
37100.0,1,1,1,21,0,1,0,-1,-2,-2,3178,3330,3059,2866,3126,3119,378,567,462,463,483,374,0
129850.0,1,1,1,34,-1,-1,-2,-2,-2,-2,25355,24630,26553,22591,21171,22892,6673,6025,5842,7118,5618,6177,1
40600.0,1,2,2,54,6,5,6,5,4,3,27052,25956,22245,20168,21976,20212,4611,5812,2552,2599,2282,4379,1
42700.0,1,1,2,30,0,0,1,0,-1,0,8254,8287,8697,8651,7580,7338,1500,1684,1471,734,666,1272,0
68250.0,1,3,2,27,0,0,-1,-2,-2,-2,6138,5309,5694,5558,5274,5369,2759,1846,2227,2840,2328,2441,0
32200.0,1,3,1,43,2,1,2,3,2,3,14544,12327,12857,11289,9978,8339,1042,939,1163,1399,1256,722,0
11550.0,1,2,2,30,-1,0,0,-1,-1,0,2614,2519,2493,2637,2337,1992,457,613,259,619,305,312,0
3500.0,0,2,1,47,1,0,0,-1,-1,-2,420,454,469,500,531,579,285,160,233,192,196,344,0
12950.0,1,4,1,43,-1,-2,-1,0,-1,0,4091,4114,3967,3211,2734,2771,919,771,1648,1220,958,690,0
41300.0,0,2,2,33,0,1,0,-1,-1,-2,13282,14105,13828,12580,12705,11949,7119,13922,5509,11669,7942,13153,0
15750.0,1,4,2,44,3,4,5,5,5,6,1926,2073,1747,1582,1712,1396,223,368,107,96,307,120,0
19250.0,0,1,1,33,1,2,1,0,1,2,12256,13313,11466,12516,11456,11176,5392,4738,5084,5216,8763,6294,0
18900.0,1,3,2,36,0,0,-1,-1,-2,-1,7800,7090,6559,7013,6271,5921,1258,675,861,812,1211,1021,1
14000.0,1,2,2,40,0,0,0,0,0,0,7855,7579,7589,6933,5618,5835,994,1071,582,596,622,690,0
42000.0,1,1,2,31,-2,-2,-1,-1,-2,-1,10692,11701,11423,11140,12098,12915,2777,1830,4531,2149,2784,2003,0
38150.0,1,4,1,49,0,0,-1,-2,-2,-2,10933,9683,9721,10667,11347,11440,2014,1518,1587,1842,1214,1306,0
20650.0,0,4,1,36,0,-1,0,0,1,0,3698,3912,3384,3364,3648,3475,348,623,554,693,565,291,0
43400.0,0,2,1,38,-1,-1,-2,-1,0,0,30370,32499,28415,28296,30705,25779,2466,1730,1073,1638,1483,1258,0
24150.0,1,4,2,23,0,0,1,0,1,2,10076,10539,8555,7741,7083,7562,7569,3685,5240,3918,7040,4526,0
25900.0,0,1,3,29,-1,-2,-1,-2,-2,-1,8437,7523,8192,6620,5654,5142,1608,2193,1702,1629,1591,778,1
16800.0,1,2,2,36,-1,0,0,1,0,1,4334,4182,3902,3631,3598,3911,1315,2288,1560,854,1532,1100,0
15750.0,0,1,2,43,7,8,8,8,8,8,9192,9971,10203,9703,10383,10499,5054,7013,7761,3608,7337,5167,1
15050.0,1,1,1,48,2,1,0,-1,0,1,1903,1783,1731,1675,1549,1314,372,366,141,318,202,128,0
20300.0,1,3,2,25,1,2,3,3,4,5,5898,6446,6448,6250,5702,6204,601,669,310,353,528,561,1
36750.0,1,2,2,27,2,1,2,2,1,2,11824,12472,11191,11050,10267,8492,5278,5812,2769,1982,2767,2968,0
14350.0,0,1,1,24,0,1,0,1,0,0,4154,3980,4128,4493,4394,3657,1367,1736,1467,1506,1168,1472,0
24150.0,1,2,1,40,8,7,6,6,5,6,7331,5995,6242,5337,4362,4249,1533,1230,1226,1455,582,727,1
64050.0,1,1,2,48,0,0,1,2,2,3,36128,37132,32250,30277,27172,29179,10555,26660,19048,21749,12887,19665,0
61600.0,1,2,1,34,3,2,3,2,1,2,44738,47868,39162,38608,37025,38056,9545,8074,9524,8695,4323,6080,1
9100.0,1,1,2,36,0,1,2,2,2,2,2184,1765,1490,1620,1521,1369,218,195,122,244,221,152,1
193903.49999999945,1,3,1,36,0,1,0,-1,0,1,37232,38432,41733,43174,45294,39028,11172,6275,17346,6200,10542,6693,0
40950.0,0,1,1,31,1,0,1,0,0,-1,4310,4097,3674,3653,3084,3261,3035,2800,1284,2673,2053,1531,0
14700.0,1,2,2,24,0,0,-1,0,0,0,10711,10326,9340,9819,10266,9602,7476,7633,5026,7665,8052,5589,0
4200.0,0,1,2,45,0,1,0,0,0,-1,4080,3608,3775,3107,2693,2691,2249,984,1662,959,1835,1386,0
50750.0,0,2,2,36,1,2,1,0,1,2,23235,19751,20460,20588,16593,13590,3221,6677,3146,5640,2107,2528,0
33600.0,0,1,2,30,-2,-2,-2,-2,-2,-1,17893,18999,19412,19186,19629,21077,5040,4261,10500,5731,7342,5142,0
9800.0,0,2,2,63,0,0,-1,0,-1,-1,793,674,570,466,478,419,320,321,253,136,144,198,0
25200.0,0,1,2,35,0,-1,-1,-2,-1,0,22030,17921,16591,17270,15065,14966,7596,4448,2631,3930,4534,5345,0
6300.0,0,3,2,21,-1,-1,-2,-2,-2,-1,2236,2329,1993,1614,1420,1440,250,178,278,258,108,153,1
6650.0,1,1,2,41,2,2,3,4,4,5,542,475,469,407,413,451,260,108,151,81,97,85,1
17500.0,1,3,2,21,-2,-1,0,0,-1,-2,10714,11599,10477,9121,8312,7286,1494,1872,1209,1968,995,1659,0
18900.0,1,1,2,39,-1,-1,-1,-1,0,-1,3370,3132,2987,3222,2790,2444,2762,2798,2763,3002,1002,2024,0
88550.0,1,1,2,39,0,-1,-1,0,1,0,6533,7144,6374,5867,6385,6420,91,148,104,222,161,124,0
23100.0,0,1,2,48,0,0,-1,-1,-1,-1,8854,8484,8875,8794,9384,9845,2607,4681,5146,5946,5461,6672,0
15050.0,1,1,2,26,-1,0,0,0,-1,-2,7267,7749,6477,5662,5539,4894,1930,1266,2706,2682,904,1391,1
11900.0,1,2,1,32,7,8,7,7,6,5,1121,1142,1065,1112,905,878,267,260,234,163,250,135,0
29400.0,0,4,2,34,-1,-1,0,-1,-2,-2,14005,11374,12095,12281,12491,12964,2820,3309,3435,3143,3505,3811,0
3500.0,1,1,1,43,0,-1,0,1,1,2,1477,1253,1224,1301,1423,1498,553,210,396,548,587,379,0
25550.0,0,2,2,39,-1,0,0,1,1,0,15284,15090,13804,12186,10312,8476,775,1706,931,1189,1239,782,0
109550.0,1,2,2,40,-1,0,-1,-2,-1,-2,37155,40206,35854,33612,28116,25024,3046,4845,4144,4770,2089,3127,0
56700.0,1,1,2,46,-2,-2,-2,-1,-1,-1,20846,21078,17414,16817,14675,13566,2613,3456,3144,2633,1016,1386,0
153650.0,0,1,1,33,-1,0,0,1,2,2,22490,20320,18310,19768,18697,20422,4434,4319,9489,8781,6803,9538,0
12250.0,0,3,1,48,2,2,2,1,1,0,3149,3113,3319,3289,3068,3235,3205,2140,2723,2830,2452,2907,1
35000.0,1,1,2,34,-1,0,0,-1,0,1,13265,11377,10416,11000,9527,8011,2693,999,1481,2193,1467,1378,0
19950.0,1,3,2,43,0,-1,-1,0,-1,-1,14544,12355,10219,9532,9527,9754,3610,2972,3179,3030,2336,3356,0
69300.0,0,1,1,30,1,1,2,1,1,1,17846,14932,14851,13295,10912,9822,1991,1873,2848,1129,1422,1924,1
21000.0,1,2,1,40,1,1,0,1,1,0,5953,5958,5170,4440,4242,3564,1496,720,867,931,426,876,1
60550.0,0,2,3,46,4,3,2,2,3,3,31922,33163,29953,27113,23883,25507,3835,1556,2469,3354,2178,2106,1
9450.0,1,1,2,25,0,0,1,0,0,0,634,570,509,559,532,453,334,248,263,281,172,231,0
19950.0,1,1,2,44,4,5,4,5,5,6,12306,11744,10853,8694,8808,8149,5448,6518,5058,2233,3815,1766,1
17500.0,0,1,2,37,-1,-2,-2,-2,-2,-1,17847,17035,13987,12782,12810,11191,8464,7301,6060,5856,7247,3166,0
69300.0,0,1,2,54,-1,0,-1,-2,-2,-1,13839,15156,13332,10705,11209,9505,9338,8753,6139,5484,3970,3061,0
9450.0,0,3,2,33,0,1,2,2,1,2,4597,4598,3869,3564,3418,2849,557,1017,355,401,747,350,0
15050.0,0,1,1,38,2,1,2,2,3,2,1200,1027,1090,1195,1211,1278,75,108,129,150,116,139,0
19250.0,0,3,2,34,2,3,4,4,4,3,9567,10158,11172,9300,8455,8575,941,1274,1765,920,1003,968,0
4200.0,1,1,2,41,0,0,0,-1,0,-1,1617,1509,1483,1527,1351,1322,56,35,44,55,40,39,0
17500.0,0,3,2,21,4,5,6,5,6,7,3968,3183,3323,3292,3377,3523,551,282,386,370,203,491,0
24850.0,1,2,2,22,3,4,3,4,4,5,5286,5557,5825,6169,5716,5920,290,158,242,261,262,127,0
94150.0,1,1,2,41,0,0,0,0,-1,-1,25438,22052,20776,22447,18511,19661,5271,7840,2987,3554,3346,4439,0
17150.0,1,4,1,35,0,0,0,-1,-1,-1,6915,7026,6421,6746,6194,6048,546,1153,447,668,549,485,0
20300.0,1,1,1,21,0,1,2,3,4,3,4664,4507,4740,4137,3418,2761,2900,1889,1567,1035,1714,824,0
13650.0,0,2,2,29,4,4,3,3,3,2,4717,5135,5337,5326,5396,4615,1021,2558,2084,1878,1587,1802,0
14700.0,1,2,1,31,2,3,3,3,2,1,5417,4871,4436,4710,3817,3537,468,268,456,248,450,388,0
17500.0,1,2,1,31,0,1,2,1,2,3,7206,7516,6217,5096,5135,4884,130,270,130,98,179,128,1
21000.0,1,4,1,44,-2,-2,-2,-1,0,1,11938,10916,11196,11930,10834,8672,7404,8691,11391,7106,9770,7625,0
30800.0,0,3,2,47,-2,-2,-1,0,0,1,10283,10719,10575,11412,11138,11230,2144,3604,2785,5259,2896,5256,0
39550.0,1,3,1,21,-1,-1,0,0,-1,0,15857,15274,13487,13983,14071,15275,1721,3685,2724,2770,3195,2778,0
16100.0,1,4,1,34,1,2,1,0,-1,-1,6098,6597,6414,6455,6026,5154,457,187,396,432,403,141,0
27650.0,0,2,2,36,-1,0,0,0,1,2,4664,4610,4286,4672,4367,4115,2182,2484,870,2468,2075,1829,1
15050.0,0,1,2,21,-2,-1,-2,-2,-2,-1,8578,9016,7721,7949,8083,8693,2358,2418,1570,1638,2490,5002,0
11900.0,1,3,1,47,1,0,1,0,1,2,954,982,892,783,798,719,305,224,319,160,336,139,0
68250.0,1,2,2,38,0,-1,-1,0,-1,0,12909,10862,10576,9857,10018,9712,2011,2120,1815,1278,1881,862,0
23100.0,1,1,1,43,3,3,4,5,6,6,16218,17772,14283,15482,12856,11590,1393,1638,1710,695,752,650,0
13650.0,1,2,2,31,3,2,2,1,2,1,1640,1759,1929,2025,1734,1763,175,205,392,276,270,333,0
29050.0,0,4,2,28,7,7,8,8,8,8,18713,15179,12159,10691,10339,9549,17582,6361,6402,5380,5967,9339,0
61250.0,1,1,1,30,-1,-2,-2,-1,-2,-2,15253,12830,12163,10946,10924,10403,3844,1528,1583,2527,2516,2417,0
13650.0,1,3,2,34,-1,-1,0,-1,-2,-2,3715,3541,3201,3040,3268,2638,1184,1849,1844,2108,1952,1514,0
32200.0,0,2,1,31,5,5,6,7,7,8,19050,16973,15861,14043,14017,14777,3702,2926,3717,1933,2911,1869,1
37800.0,0,1,2,43,5,4,5,4,5,5,21108,22594,19250,15607,14955,16312,2444,2779,3138,1394,1615,2687,0
26950.0,1,3,2,60,-1,-2,-2,-2,-2,-2,17258,17687,14822,14290,15588,16860,5798,4826,4366,2019,5515,4368,0
22750.0,0,4,1,40,0,0,-1,0,0,0,11588,11646,12045,12799,12626,12409,4726,2781,3117,4284,7021,4436,0
118650.0,1,1,1,21,0,1,2,2,1,0,19647,16439,15185,12601,11618,11659,5405,6242,5098,3213,2682,2494,0
16800.0,0,1,3,36,3,3,4,3,2,2,4312,3489,2832,2525,2252,2398,1318,856,380,765,262,293,0
21700.0,0,2,2,24,-1,-2,-1,-1,0,0,10428,10704,9380,9276,9127,7780,2201,2469,1214,1454,1226,2645,1
15750.0,0,3,2,31,-1,-2,-1,0,1,0,4464,4433,3683,3937,4132,3867,488,493,265,392,336,211,1
32550.0,1,1,1,35,-1,-1,-1,0,1,0,1146,1045,855,788,863,745,270,232,132,103,125,180,0
5250.0,1,1,1,33,3,3,3,3,4,5,2415,2414,1997,1668,1352,1274,478,392,511,199,415,443,0
61600.0,1,2,2,25,-1,0,1,1,2,2,8405,6880,7459,8197,8899,8284,611,1074,1309,538,1298,895,0
7000.0,1,2,1,40,0,1,2,2,2,3,678,741,658,650,686,605,251,487,173,212,360,193,0
33950.0,0,1,1,21,0,1,2,3,2,1,13202,11009,11187,12158,9938,8209,2324,3576,3290,4287,1730,2468,0
13650.0,1,3,2,39,0,0,1,1,2,2,3556,2968,2969,2656,2354,2512,1803,1608,2832,2356,1761,1021,0
98700.0,1,4,1,27,-2,-2,-2,-1,-1,-2,56674,61448,64676,66577,72819,63408,5196,11150,6118,10897,6771,7848,0
30100.0,1,4,2,38,-1,-1,0,-1,-2,-2,6198,5545,4670,4131,4466,3701,3762,2150,2802,2241,2134,2543,0
3500.0,0,1,2,23,-1,-2,-2,-2,-2,-1,2809,2593,2814,2473,2204,1787,573,925,1510,1420,536,369,0
18550.0,1,4,1,37,2,3,3,3,2,3,9498,9487,9325,8448,8100,7530,571,738,585,303,690,619,0
33950.0,0,2,2,48,-1,-1,-1,-1,0,-1,12963,12942,10900,10059,10504,9082,9416,6928,7569,4238,3296,4625,0
17500.0,0,1,1,30,-1,-2,-1,-1,0,1,10922,9666,8300,6884,5652,4904,1356,1524,1700,839,922,987,0
9100.0,1,2,3,29,7,7,6,6,7,8,6730,7013,6072,5829,5734,6128,4292,4661,5824,2418,4368,2863,1
3500.0,1,1,2,39,2,3,2,2,3,3,1022,973,812,743,668,682,216,254,264,206,188,144,1
131950.0,0,2,2,37,-1,0,0,0,1,1,74112,78024,70490,70083,69813,58253,17778,50335,25374,31315,19479,36812,0
193903.49999999945,0,2,1,22,-1,0,0,0,1,2,86258,77007,76253,80370,67493,57208,19466,20405,30969,22514,11355,10203,0
8750.0,1,3,2,45,1,2,1,1,1,0,3191,2861,2414,2191,1753,1563,282,476,442,243,345,151,1
28700.0,1,1,3,42,0,0,0,1,2,2,4631,4250,4289,3845,3437,3714,529,271,435,246,227,161,0
15050.0,1,2,1,47,-1,-1,-2,-2,-2,-1,2275,2089,2071,1910,1531,1253,775,508,574,482,200,294,0
57050.0,1,1,2,40,-1,-1,0,1,2,2,31724,31096,32429,34256,33445,26976,11957,10422,12720,13010,9906,6241,0
17500.0,1,4,3,52,0,0,-1,-1,-2,-1,7801,6720,6789,5625,5677,6208,609,621,1297,898,877,911,0
17500.0,0,2,1,21,0,-1,-2,-2,-2,-1,11761,10330,8766,7783,7789,8033,1881,1074,1148,1530,1389,717,1
7000.0,1,1,2,49,1,0,-1,-1,-2,-2,2042,1849,2001,2084,2203,2341,23,14,15,9,19,19,1
11550.0,1,1,2,31,-1,-2,-1,-1,0,0,9576,9810,10227,10018,8535,7737,6066,7836,3858,4206,2727,3883,0
50750.0,0,2,1,30,0,1,1,2,3,3,18810,16273,13746,11355,11979,11782,246,303,368,149,250,173,1
39550.0,1,2,1,28,5,4,4,5,4,5,2458,2365,2275,2344,2534,2297,2043,2495,1245,1765,1113,2188,0
20300.0,0,2,2,40,3,4,5,6,6,7,4059,3401,3601,3220,3349,2781,644,1184,1203,730,818,415,0
79100.0,1,1,1,42,0,1,0,0,0,-1,37790,33768,32111,28949,25636,25583,3860,5500,4301,5436,3308,1988,1
7350.0,1,2,2,31,1,2,2,3,4,5,2622,2721,2739,2619,2549,2681,495,429,274,376,227,568,0
8050.0,1,1,2,38,3,3,3,3,4,5,3675,3412,3749,3394,2840,2280,1305,479,524,651,863,452,1
19600.0,1,2,2,60,0,1,0,0,-1,-2,7518,7425,7834,7990,7210,6944,1113,2367,864,2347,2107,951,1
56350.0,1,4,1,29,5,6,6,5,6,7,21699,22024,23258,23790,21111,20658,14707,9927,17776,12730,6352,12260,0
100450.0,1,2,2,31,-1,0,1,2,1,2,26533,23008,20396,17722,18752,15956,19475,11078,14008,8068,12791,5921,0
3500.0,1,1,1,48,-1,0,-1,-1,-1,-1,553,518,473,408,365,369,171,106,113,59,92,78,0
12600.0,0,4,2,21,0,1,2,3,2,1,6756,6922,6809,5606,5487,5475,671,659,871,604,1231,1339,0
72450.0,1,1,1,37,0,0,0,0,0,1,24423,24600,21039,18159,16663,16922,1632,3544,2277,1634,1765,1317,0
6650.0,0,2,1,21,0,-1,-2,-1,-2,-2,6815,6583,6969,6548,6681,6609,1346,1297,989,867,1190,1762,0
3500.0,1,2,1,22,-1,-2,-2,-2,-2,-1,1912,1648,1717,1590,1644,1371,147,175,190,138,374,303,0
17850.0,1,1,2,24,5,5,6,6,6,7,751,672,723,640,645,687,231,244,203,250,213,277,0
66150.0,1,1,2,27,0,0,-1,0,-1,-1,32706,32012,26478,25862,23678,24512,5992,5255,2942,4576,2291,1696,0
27650.0,0,1,1,24,2,3,2,2,1,0,12631,13408,13066,14106,14325,13206,3154,4370,4714,2651,2321,2879,1
70700.0,0,3,2,37,1,2,3,3,2,1,27983,28326,29759,30068,28475,23873,1022,1499,917,575,1249,877,0
105000.0,1,3,1,48,-1,0,0,0,0,0,55355,44552,42446,43792,36320,34458,10650,5070,11843,8499,6320,6956,0
68950.0,0,2,2,54,0,-1,-1,-1,-2,-1,42419,41504,33734,32688,26896,23029,12433,19497,8996,5566,9273,7687,1
85050.0,0,1,1,26,-2,-2,-2,-2,-1,0,21845,22763,19249,18235,17288,14405,4104,4023,3604,8265,6071,5028,0
5250.0,0,3,2,42,0,0,0,0,1,0,840,704,758,748,735,634,116,86,102,104,54,90,1
14000.0,1,2,2,46,-1,-2,-2,-2,-2,-1,6472,6503,5478,5840,5291,5730,1171,1118,1257,1427,1167,579,0
9800.0,1,2,3,36,-2,-2,-2,-2,-1,0,200,168,146,124,101,100,23,26,27,20,12,11,0
16100.0,0,2,2,42,1,1,0,1,2,1,3813,3323,3212,2955,3078,3263,554,532,580,291,472,701,0
56350.0,0,2,1,39,2,1,0,0,1,0,17983,15597,16754,16226,13244,14330,1080,1722,1254,717,1342,1523,0
48650.0,0,2,1,39,0,1,2,2,1,2,12169,10414,10524,10246,10604,10961,4834,3729,2522,5309,4285,4898,1
18550.0,1,2,1,28,-1,-2,-1,-1,-1,-2,9687,9991,9256,10088,10954,10560,182,217,347,336,355,257,0
