ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
4121,10000,1,1,2,30,0,1,0,1,1,1,2069,2085,2089,2207,2246,2082,191,236,316,316,367,353,0
4122,22000,2,2,1,35,3,3,3,2,1,2,1680,1384,1182,1058,1054,1073,953,722,492,327,364,663,1
4123,51000,2,1,1,21,0,0,1,2,3,4,34712,29937,24101,19365,19792,21197,2504,3746,2472,1785,2120,1549,0
4124,33000,2,2,1,32,-1,0,-1,-1,-1,0,4217,4208,4014,4411,3701,3559,844,719,888,683,776,636,1
4125,31000,2,2,1,37,0,1,0,0,0,1,7804,7892,7008,5694,4630,3761,1142,2109,1302,830,901,847,0
4126,27000,2,2,2,44,-1,-2,-2,-2,-2,-1,13872,14949,12663,11812,10721,9792,1098,2326,1552,2078,1876,684,0
4127,141000,2,5,1,41,3,2,1,0,-1,-2,34122,36046,31751,34912,34350,32969,10304,5149,8978,4352,3959,5350,0
4128,18000,2,1,1,47,0,-1,0,-1,-1,0,9212,8343,7530,8012,6768,6951,2026,2705,2201,1558,2092,884,0
4129,253000,1,2,1,22,1,2,3,3,2,1,75656,69126,60084,52305,45868,41177,4328,3101,4325,2018,3556,1936,0
4130,24000,1,2,2,45,-1,-1,0,-1,-2,-1,2905,2497,2080,1824,1956,2061,300,394,303,140,168,301,1
4131,263000,1,2,1,38,0,1,2,1,1,0,126305,137598,132882,112288,109159,106647,44205,33942,56251,32638,65778,32814,0
4132,19000,1,2,2,30,0,0,1,0,1,2,14054,15249,12297,13401,13611,13331,839,859,574,1198,443,1210,1
4133,20000,2,1,2,36,-1,-1,-1,-1,-1,0,10924,8754,7990,6581,6656,6914,2126,2978,2133,1743,1074,1500,0
4134,79000,2,4,2,64,-1,-2,-1,-1,-2,-1,29946,24109,22014,19419,18673,19888,10055,4521,11448,4336,7852,4575,0
4135,64000,2,2,1,36,3,2,3,4,5,5,10903,9940,10878,11897,9714,7853,1037,453,1296,700,483,867,1
4136,135000,1,1,1,36,-1,-2,-2,-1,-1,-1,46997,42601,41492,36590,39926,41062,24863,18065,17403,22373,12353,24390,1
4137,27000,2,2,2,43,0,1,2,1,1,1,8798,7150,5900,5963,5795,5281,1395,2122,1207,968,1206,1708,1
4138,47000,1,1,0,33,4,3,3,3,2,2,16399,15269,16592,14965,13044,12473,2691,2845,2175,2026,3073,1326,0
4139,63000,2,1,2,28,-2,-2,-2,-2,-1,0,7919,6361,5121,4741,3919,4001,7313,4888,2956,2552,2994,2409,0
4140,107000,2,1,2,48,2,2,2,2,2,3,61412,51476,52893,52726,52762,51587,2240,1875,1782,1619,1829,1858,1
4141,99000,1,1,1,22,-1,0,-1,-2,-1,0,65206,62685,68749,60298,65217,59289,16365,12318,10044,8436,9199,10420,0
4142,134000,1,1,2,35,3,3,2,2,3,2,17823,14929,15535,14595,14883,12824,343,265,257,321,477,419,0
4143,208000,1,2,0,34,0,1,1,2,1,1,164886,138773,125020,110002,89389,95755,21454,13926,10137,12398,8284,13367,0
4144,59000,2,2,1,27,-1,0,1,1,0,-1,37467,34913,36682,32057,33127,28964,5684,11555,11548,5567,9530,12296,0
4145,249000,2,2,1,23,0,0,1,2,3,3,12713,12730,12044,10494,9402,8434,4390,5942,5973,5243,2968,2086,1
4146,57000,2,1,2,34,0,1,1,2,3,2,12176,13152,10886,9859,8619,7574,9702,8185,5853,7065,2464,4953,0
4147,74000,1,4,2,38,0,-1,-1,-2,-2,-2,45705,50064,49765,44817,45225,45874,5938,4536,3226,4695,6037,5152,0
4148,91000,2,3,1,45,1,2,1,1,0,1,98085,94166,91950,89486,76231,80824,4216,4221,9687,3743,7509,8617,0
4149,69000,2,4,2,28,7,6,5,6,6,7,23711,20627,22300,24278,23099,24734,14834,7920,12503,16157,9558,10480,1
4150,128000,2,2,1,28,-1,0,1,2,2,1,28164,27403,27146,27107,23581,25899,4010,3967,4875,3074,4726,4546,0
4151,90000,1,2,3,49,0,-1,-2,-1,0,1,13982,14189,15271,14907,15403,12673,3701,2762,1649,2033,3400,1857,1
4152,17000,1,1,2,31,-1,-1,-1,0,0,0,11115,11031,9834,9739,9266,7934,388,357,177,362,276,263,1
4153,14000,2,3,2,32,0,1,2,2,1,0,8868,8978,7281,6078,5963,4964,3439,3401,2101,1120,1612,1792,0
4154,88000,1,1,2,46,5,4,4,3,3,3,26352,26298,26493,24605,23878,25279,4375,4891,6344,5364,6116,2633,0
4155,30000,1,1,1,21,0,1,1,1,0,0,10933,9888,9550,7816,7823,6637,4756,4822,4209,2503,3702,3327,0
4156,100000,1,2,1,24,1,1,1,1,0,-1,55311,47122,42679,36422,39662,38301,3345,5794,5898,6215,3771,2656,0
4157,15000,2,2,1,48,0,0,1,0,1,1,8068,8273,6944,5708,4882,5303,1445,817,1159,525,319,972,1
4158,61000,2,2,1,29,4,3,4,3,2,3,31413,26852,25038,20162,18188,17711,3404,2434,4203,3106,1743,2509,0
4159,34000,2,1,2,30,0,1,1,2,2,1,14721,12321,10581,10183,10755,9157,3376,1268,1740,966,2251,1063,1
4160,102000,2,2,1,31,2,2,1,1,2,2,13260,12195,9967,8387,6997,7265,4862,5654,4673,4386,3533,2899,0
4161,23000,2,4,2,32,1,0,1,1,0,0,5763,5253,4995,5172,4907,4840,364,294,366,221,230,146,1
4162,107000,1,3,2,31,-1,-1,0,-1,-2,-2,16260,16459,15654,14481,13794,14991,3544,2870,1425,2254,1486,3772,0
4163,172000,2,2,1,36,2,3,2,1,1,1,63394,66110,57264,52146,41792,41288,47325,23060,22911,18250,36697,12582,0
4164,99000,1,2,2,47,1,1,1,1,2,1,16707,17534,16334,15424,16842,17296,3455,5084,6161,5469,4911,3681,1
4165,87000,2,1,1,28,-1,0,-1,0,1,1,63825,55720,44777,40235,40766,33245,22607,19296,10516,8050,14319,10916,0
4166,156000,1,1,1,30,-1,-2,-2,-2,-2,-1,36821,35940,36283,38601,40839,33050,7106,3714,7086,5427,9780,5334,0
4167,139000,1,1,1,35,-1,-1,-1,-2,-2,-2,78357,79377,67452,57044,60734,52556,14167,17810,18207,6798,15179,10754,0
4168,12000,1,2,1,49,-2,-2,-2,-2,-1,-1,872,781,685,595,587,481,164,381,344,314,127,152,0
4169,174000,1,2,1,32,0,1,2,3,3,3,12992,11919,12663,13841,12104,9742,4063,8656,3788,9153,8149,3526,1
4170,263000,1,2,2,27,1,1,1,2,3,2,23419,25666,21731,18014,17383,16297,6573,3509,8412,5028,6380,3981,1
4171,111000,1,1,2,21,0,0,-1,-2,-2,-2,36152,36906,32085,30293,30629,33689,10271,4942,6073,5825,5492,4038,0
4172,19000,2,2,2,28,-1,-2,-2,-1,-1,0,10357,9189,9817,9217,9107,7877,1538,3469,1820,1909,1583,2398,0
4173,21000,2,1,1,27,1,0,-1,-2,-1,-1,1277,1355,1362,1478,1466,1362,241,419,519,655,582,345,1
4174,10000,2,3,2,24,-1,-1,0,0,-1,0,4249,3713,3502,3402,3289,3588,196,259,247,170,274,317,1
4175,169000,2,1,2,36,-1,-2,-2,-1,-1,-1,52933,54179,55204,50342,47079,49477,6683,6088,16272,12469,14875,13219,0
4176,212000,2,2,1,33,0,-1,0,1,1,2,87054,76741,66139,55151,59422,55225,18154,13022,24814,16124,16925,10298,0
4177,98000,2,2,2,48,2,2,1,2,1,1,37348,35383,37799,36361,32961,30306,11793,10820,17901,8802,12650,7494,1
4178,134000,2,1,3,37,0,0,0,0,-1,-2,29106,30831,28395,28898,30133,28747,1604,1931,4019,3668,2379,2952,0
4179,50000,1,1,2,44,1,0,1,2,2,1,19046,20666,19384,19432,17151,17510,1109,1469,1820,2035,879,1520,0
4180,106000,1,2,1,33,1,0,0,1,0,-1,57390,57587,48570,40123,43880,43493,15909,24156,12920,17879,14189,13455,1
4181,64000,2,1,2,27,3,3,3,3,3,4,4933,5191,4361,4708,4183,4328,3460,4235,1577,3870,2829,2938,0
4182,83000,2,2,1,41,2,3,2,2,3,4,29491,27525,30274,27297,29730,23910,3035,4551,7286,4131,8118,5423,0
4183,81000,2,3,3,25,0,1,2,1,1,0,25158,26661,24638,23204,19986,17367,3922,5225,2164,2984,1659,1211,0
4184,121000,1,1,1,46,-1,-2,-2,-2,-2,-1,75158,67625,65441,60612,57889,61718,29437,47212,37766,32101,22084,29514,0
4185,29000,1,2,2,28,-2,-2,-1,0,0,0,18227,15595,16256,16020,14089,11680,3035,1926,2055,2899,1059,1547,1
4186,21000,2,4,1,42,0,1,0,0,-1,0,3467,3432,3436,3014,3098,2768,1419,1096,1749,1220,1024,1163,0
4187,241000,1,2,1,38,-1,-1,-2,-2,-2,-2,101646,91031,93992,83157,84832,90725,15967,10129,7154,5318,11238,7476,0
4188,173000,2,6,2,26,0,0,1,1,0,1,23667,20847,19354,17772,16930,16580,8811,5669,6753,4527,5700,2874,0
4189,117000,2,1,2,46,0,-1,-2,-1,0,1,67637,66486,58634,62325,54965,44095,5768,2630,3356,5919,5828,4244,0
4190,70000,2,2,1,53,2,2,2,3,4,5,38961,31756,32309,32555,27986,28016,5690,7835,2927,6095,4647,5690,1
4191,26000,2,2,2,28,8,7,6,6,5,5,13014,11419,10674,9137,7598,6353,6621,6501,4081,4507,1997,1600,1
4192,100000,2,3,2,29,1,2,1,1,0,-1,36898,37107,35417,38198,33220,35617,3726,3515,3453,4446,3028,4027,1
4193,29000,2,1,2,36,1,2,1,1,2,3,15215,16678,16975,14108,14377,11961,4179,4328,5509,3185,7392,3638,0
4194,167000,2,1,2,43,0,-1,-1,-2,-2,-2,100312,93063,89866,78320,69500,61518,32030,24984,33882,31918,10623,20927,0
4195,21000,2,1,2,46,0,-1,-1,0,0,1,17252,15020,15839,15395,15609,16038,9890,10248,11876,4320,8200,5954,0
4196,66000,1,4,2,32,-1,-2,-2,-1,-2,-2,41448,36479,33430,32357,33938,29883,20137,10589,11115,12291,9010,8318,1
4197,118000,1,2,2,36,0,1,0,-1,-2,-2,11308,10039,10621,11519,11123,11230,3317,1921,3442,3280,4980,3762,1
4198,96000,1,4,1,32,-1,-2,-2,-1,-2,-2,35126,33969,29545,27651,24697,21733,15776,21768,13279,21116,18119,8171,0
4199,157000,2,1,2,31,0,-1,-2,-1,-1,0,23729,20509,16578,16487,16556,17820,2880,3014,1427,2438,1119,1261,0
4200,28000,2,1,2,30,0,1,1,1,2,2,3407,2758,2253,2201,2127,2239,344,486,212,344,205,437,1
4201,113000,2,1,2,22,0,1,0,-1,-1,0,77675,75538,78544,86177,92814,85691,56451,66389,24021,45433,78165,27615,0
4202,49000,1,2,2,43,0,0,0,1,0,1,45388,44897,36198,35651,38893,32163,1579,1313,1144,927,881,775,0
4203,75000,1,3,2,36,0,-1,0,1,0,0,6744,6982,6208,4977,4610,4062,1787,4428,3680,1226,2339,2978,0
4204,12000,2,2,2,49,-1,-2,-2,-1,0,-1,6222,5768,6174,6160,5087,4823,403,153,440,245,361,259,1
4205,170000,1,4,1,43,0,0,1,0,-1,0,95894,93548,78849,72591,70593,66804,14682,17090,13944,17279,14875,15423,1
4206,26000,2,1,1,31,1,1,1,2,1,1,7484,6471,5688,5834,5852,5154,1079,1021,924,692,1103,994,1
4207,87000,2,2,1,25,-1,0,-1,0,0,0,9124,8677,7952,8546,8468,6833,1591,3510,2140,1412,1625,2031,0
4208,222000,2,2,2,52,0,1,2,3,3,4,105401,84338,85572,93342,101682,107107,14333,4520,8974,11780,7305,8551,0
4209,483000,1,1,0,21,0,0,-1,0,0,-1,156819,147429,151510,155460,151419,121198,13462,24033,13675,15076,13968,9831,1
4210,132000,1,1,1,32,1,1,0,0,-1,-2,17151,15006,16336,16724,16740,17111,4769,2769,2972,4693,3562,2714,0
4211,109000,1,2,1,32,0,-1,0,-1,0,0,38309,39538,37808,30888,30529,31084,15778,10666,15342,6447,9629,9358,0
4212,144000,2,1,2,29,-1,0,1,2,3,2,70820,67478,59774,52190,56576,48872,18751,10553,6010,7909,9821,7164,0
4213,42000,2,3,1,27,-2,-1,0,1,1,1,22212,18969,18535,17050,18383,18751,10758,8237,6491,7538,8907,4059,0
4214,66000,1,4,1,24,1,1,1,2,2,2,27365,25102,23376,22182,18578,18267,1254,1965,1359,1459,1211,623,0
4215,143000,2,2,2,28,0,-1,-2,-2,-2,-1,10502,9060,8529,8267,8946,8717,3457,3167,2174,2666,2983,1427,0
4216,54000,2,2,1,35,0,1,0,-1,-2,-1,22669,21211,19914,16633,14268,13276,9826,9681,12001,5529,7553,6585,0
4217,12000,1,1,1,38,-1,-2,-1,0,1,1,4164,3932,3814,3534,2864,2305,460,195,357,308,238,250,0
4218,201000,2,1,1,30,-1,0,-1,-2,-2,-1,79628,66715,64215,56926,49065,53587,15930,14864,8105,15728,16659,15358,0
4219,125000,2,3,2,30,1,1,0,-1,0,1,30902,26222,27233,23530,22068,18327,11808,10006,8396,7280,3422,3677,0
4220,23000,1,2,1,25,1,2,2,1,2,2,6211,5149,5400,5795,6152,5197,741,323,596,532,459,759,1
4221,23000,1,2,2,37,4,4,4,4,4,4,10528,9865,10659,11088,11603,9285,1430,2493,1474,2575,1147,1360,1
4222,88000,2,3,1,35,0,-1,0,-1,-2,-1,9794,8953,7557,7839,6835,5936,1468,1182,598,744,1084,594,0
4223,1000000,2,2,2,38,-1,-2,-1,0,-1,0,650874,547725,566775,494472,444588,365687,52792,47261,27758,30150,36127,12519,0
4224,69000,2,1,2,30,0,1,2,3,4,4,29387,30066,26216,28730,23169,18545,5377,6378,5705,5023,3711,2996,0
4225,39000,2,3,2,27,0,1,2,2,2,2,18684,15527,16303,13153,10533,9857,5313,3507,5412,3069,2034,2781,0
4226,12000,2,2,1,35,0,1,2,2,3,4,6850,6021,6570,7117,6962,6746,44,52,40,30,75,61,0
4227,91000,1,3,2,40,-1,-1,-1,0,0,0,79044,72063,72533,75251,79411,73587,6484,3018,5323,3310,7768,5015,0
4228,121000,2,2,2,27,0,1,1,1,0,-1,47672,39754,39075,40764,40152,33814,15632,8067,7809,6609,5679,10721,0
4229,48000,2,1,2,29,3,4,3,2,2,1,9173,8946,9195,9167,8729,8703,2136,2513,1505,4061,1672,1729,0
4230,57000,1,1,2,24,2,1,2,1,2,2,29298,26176,24124,25379,20850,20029,4324,8244,5945,7481,6949,7678,0
4231,50000,2,3,1,24,-1,0,0,0,0,1,10259,10002,9860,10785,11538,12675,4743,5218,5830,4063,3804,2648,0
4232,26000,2,2,1,30,-2,-2,-2,-2,-2,-2,11536,10700,11568,9808,8555,7278,8503,8853,7897,8909,7888,4569,1
4233,27000,1,2,1,27,0,1,2,2,2,1,22275,21950,23756,25100,25867,28165,2584,1509,2791,1093,2914,3280,1
4234,10000,2,2,2,42,2,1,1,1,2,2,3225,3007,2642,2468,2211,1778,482,702,788,260,327,474,1
4235,25000,1,2,2,35,0,1,1,1,1,1,5512,5172,5104,4520,4196,3915,1037,671,1324,665,1225,634,0
4236,94000,1,1,1,47,-1,0,1,0,0,1,47524,50015,51685,55562,54016,45680,14429,23385,17465,21320,17637,19861,0
4237,28000,1,2,2,47,6,7,7,7,7,7,14512,11779,11685,11363,10330,8807,2618,2191,3321,3028,2439,1850,0
4238,96000,2,1,2,35,-2,-2,-2,-1,-2,-1,21510,22500,23968,22427,20806,20218,15227,15780,11727,8105,12129,12465,0
4239,14000,2,2,1,21,-1,0,0,1,0,0,11375,9116,7689,7150,6014,5876,4311,3588,1836,2106,2301,2861,0
4240,92000,1,2,2,39,-2,-2,-1,0,0,0,67140,73216,77816,72382,73540,61241,12045,12575,12260,14643,7866,10142,0
4241,38000,2,1,1,46,-1,-2,-1,-2,-2,-2,26333,28176,28180,25767,25106,25264,10466,7244,13421,8450,12033,8340,0
4242,36000,1,2,1,41,0,-1,0,-1,0,0,14073,12949,12809,12308,13520,11345,6696,9919,10785,5687,12547,6772,0
4243,214000,2,2,2,38,-1,0,0,0,1,0,151889,134571,130519,131112,114526,120898,27864,27279,43905,32666,14385,32707,0
4244,10000,2,1,1,33,4,3,2,2,1,2,2526,2287,1907,1664,1672,1571,985,482,1068,797,666,837,1
4245,108000,2,6,1,24,1,2,3,3,2,1,5851,5726,5999,5250,4851,5289,236,287,530,424,457,255,0
4246,134000,2,1,2,41,-1,-1,-2,-2,-2,-2,30475,29163,31577,32984,27974,24966,5477,4476,4016,4553,3266,4705,0
4247,49000,1,2,1,33,0,-1,0,0,-1,-2,14445,15608,15302,15376,13099,13988,5671,3446,6949,5800,5427,3251,0
4248,18000,1,1,2,38,2,3,4,4,4,5,909,863,729,769,727,601,574,429,493,652,597,324,0
4249,70000,2,3,2,30,-1,-1,-2,-2,-2,-1,57254,62623,66807,62213,56064,57960,23689,15118,20029,17649,22810,35254,0
4250,43000,2,4,1,53,1,1,1,2,3,2,18863,19331,20399,16487,15627,17122,2722,2602,1775,2136,1693,1866,0
4251,167000,1,2,1,37,0,0,1,0,-1,-2,14095,12554,13440,13234,11777,11510,4141,4356,4848,2518,5156,5190,1
4252,144000,1,3,2,32,0,0,1,2,1,0,43766,47875,49975,46551,50633,40730,7562,8450,6702,5322,5907,7392,0
4253,66000,1,1,2,25,0,-1,-1,-1,-2,-2,52413,52647,54437,49675,44415,36407,8834,10764,13702,6949,8465,5681,0
4254,25000,2,1,2,22,0,1,0,0,1,0,11580,10326,9895,9402,8613,8007,247,218,227,178,169,263,0
4255,59000,1,1,1,41,0,-1,0,0,0,-1,9813,8738,8701,7228,5800,5920,2401,1157,1818,1564,1697,1117,0
4256,75000,2,1,2,30,1,1,1,0,0,1,14019,13976,12316,12966,11704,11441,3426,5575,3601,5233,2133,3613,0
4257,58000,2,2,1,31,0,-1,-2,-1,-1,-2,8451,7039,6160,5439,5110,4892,4902,2388,2348,2900,2782,2477,0
4258,53000,2,2,2,30,0,0,-1,-2,-2,-2,11227,10632,11686,12190,12092,10091,4362,9550,6110,4480,8912,6817,0
4259,38000,1,2,2,25,-1,-2,-1,-2,-1,0,13761,14784,16133,13100,13651,13907,4770,5416,4160,2744,4375,6596,0
4260,21000,2,2,2,32,-2,-1,0,-1,-1,0,10437,11041,10934,11848,9727,9079,1912,1270,920,1097,1605,1539,1
4261,53000,1,1,2,36,-1,-2,-1,0,0,0,8685,8084,6591,6531,5491,5884,4871,1796,3221,2783,1246,1830,0
4262,74000,2,1,1,26,-2,-1,-2,-2,-2,-2,4374,3758,3469,3412,3639,3253,157,206,130,167,135,90,0
4263,70000,2,2,1,38,4,4,4,3,4,5,26735,25844,22601,24767,25978,21463,12085,11025,10603,10215,6813,9968,1
4264,63000,1,2,1,24,-2,-1,-2,-1,-1,-2,34690,37531,31721,26208,21552,17525,7207,2876,5412,2393,3150,2340,0
4265,11000,2,1,2,31,4,4,3,2,3,2,3431,3354,3134,3334,2766,3033,1612,1784,1155,1740,796,1135,0
4266,32000,2,1,3,38,0,1,1,0,-1,-2,15104,12095,12656,12714,11868,11724,609,386,543,353,417,328,1
4267,193000,2,2,2,35,-1,-2,-1,-2,-1,-1,73429,71887,70392,67688,67747,57715,8588,4702,10699,7311,10701,4309,0
4268,124000,1,1,1,21,-1,-1,0,-1,-1,0,44022,37123,40613,44464,46224,48655,9007,5639,9002,12997,14370,10360,0
4269,57000,2,3,2,21,5,6,7,7,7,8,10016,8185,8180,8043,6707,7199,3015,2278,4923,3884,4419,4545,0
4270,70000,2,1,1,40,-2,-2,-1,-1,0,0,30858,25807,23922,24998,21324,17191,13177,10208,7796,9412,4760,5146,0
4271,24000,2,1,1,41,-2,-2,-2,-2,-2,-2,15388,13092,12860,11956,9848,10569,5074,2131,4216,4138,2568,4048,0
4272,25000,2,2,1,39,2,3,3,3,3,3,8897,7171,7282,7759,6721,6936,4515,2792,5077,6636,6583,3075,1
4273,35000,1,5,3,33,0,-1,0,-1,0,0,12425,13471,14053,12234,10673,10060,4830,4403,3791,4873,3556,4312,0
4274,49000,2,2,1,33,-1,0,0,1,2,3,17963,16173,13723,12384,10273,9548,10039,6946,5907,5052,6417,4397,1
4275,40000,2,2,1,34,2,3,4,3,3,4,12524,10171,10592,9835,10379,8522,2663,1363,1129,2163,1192,1914,0
4276,74000,2,1,1,40,0,-1,0,1,0,1,10900,11618,10786,10682,9141,7710,1829,2950,3519,2719,2376,2034,0
4277,69000,2,2,2,34,0,1,1,2,3,3,9861,8737,8366,6981,7598,7481,2897,2015,4593,2151,3482,4192,1
4278,79000,1,1,1,38,2,3,2,2,1,2,17887,19132,19943,21299,17382,18935,1349,684,1468,1631,573,997,0
4279,11000,1,2,2,47,-2,-2,-2,-2,-1,-2,4573,4003,4084,3887,4245,3520,426,529,455,698,447,243,0
4280,663000,1,2,2,26,2,2,2,3,2,1,184731,191669,194944,185528,182612,176698,19360,34786,37043,42571,42580,39290,0
4281,85000,1,1,1,33,1,0,-1,-1,0,1,34977,33228,31926,32430,28316,24314,1562,978,918,2017,1175,1558,1
4282,47000,2,1,2,27,-1,-2,-2,-2,-2,-2,13739,12902,13512,13990,11730,11834,1257,1295,1557,1747,1532,696,0
4283,46000,1,3,1,31,0,1,0,-1,-2,-2,23705,19944,17754,16900,14961,13969,3212,2453,989,1317,793,1077,0
4284,65000,1,2,2,34,0,0,0,1,2,3,20148,21187,22462,18213,16715,15888,1596,2572,2057,1734,2173,2071,0
4285,43000,2,3,2,27,-1,0,-1,0,-1,-1,21430,18951,18722,15502,12562,13627,1855,2921,2995,2697,1818,2439,0
4286,33000,2,1,2,21,-1,0,0,-1,-2,-1,9533,8645,8172,7297,6837,6797,2109,1717,1962,928,1577,1419,0
4287,61000,2,2,2,23,0,0,0,1,1,2,9158,7347,7157,7275,6321,6888,6021,4983,2510,1932,3536,2772,0
4288,142000,2,1,2,39,0,-1,0,1,2,2,56463,50476,49143,48975,39950,41521,3288,1796,3376,2154,2668,1331,1
4289,60000,1,1,2,29,0,-1,-1,0,-1,-2,2460,1994,2186,2372,2505,2396,564,176,488,262,552,405,0
4290,77000,2,2,2,33,4,4,3,3,4,5,45366,39233,35260,31788,28798,30959,5778,3578,3766,1982,4608,3012,0
4291,160000,2,3,1,35,-1,0,-1,-2,-1,-2,98462,90285,95403,88047,74986,81195,38159,39889,76640,33785,23736,37880,0
4292,137000,1,1,2,43,-1,-2,-1,-1,-2,-1,26713,23532,19012,17386,17607,15241,2050,4469,3027,2096,2856,1146,0
4293,304000,2,3,1,32,1,1,2,3,4,5,99876,91703,97083,81291,72455,65285,42097,39583,51502,49364,44339,18931,0
4294,16000,2,2,1,37,0,-1,-2,-2,-1,-2,7400,7933,7934,7754,6813,6367,2745,6132,4673,3429,4211,3192,1
4295,28000,1,1,2,25,-1,0,1,2,1,0,10155,11154,9753,10119,9826,8543,333,396,644,425,549,423,1
4296,30000,1,3,1,34,-1,-2,-2,-2,-2,-2,12322,11497,9296,9202,8520,7321,4844,4998,2281,3934,1496,3112,1
4297,13000,1,2,1,26,0,1,1,0,0,1,9328,7839,8401,7229,7763,7992,587,540,467,412,413,1061,1
4298,32000,1,2,1,34,0,1,0,0,0,0,10923,11960,11443,9170,8583,7723,1579,2795,2677,3490,2417,1365,0
4299,120000,2,2,1,36,0,1,0,1,0,0,56316,59027,52261,43161,45955,40243,19164,30640,10852,14892,13736,11633,0
4300,227000,2,2,1,33,-2,-1,-1,0,1,0,87271,70038,66696,54445,59162,63068,27201,56179,27580,23215,36748,21486,0
4301,93000,1,3,1,31,-1,0,-1,-2,-1,-1,24614,25925,20969,19131,15547,12571,749,1689,1356,890,877,759,0
4302,361000,2,1,2,37,-1,-2,-1,-2,-2,-1,196754,188384,157534,161973,158886,138711,113552,46787,84168,42762,80696,44952,0
4303,31000,2,1,2,31,-2,-2,-2,-1,-2,-1,6657,6235,6463,5934,6359,6681,4205,4021,3701,4961,2443,5243,1
4304,135000,2,3,2,31,0,-1,-1,0,0,-1,42192,36306,33753,33737,35670,36883,7061,6281,4511,4035,3402,4432,0
4305,120000,2,3,1,25,-1,-2,-2,-2,-2,-1,56848,60533,59890,51370,43714,38317,25289,9521,25034,17662,12021,6168,0
4306,78000,1,2,2,40,-1,-1,-2,-2,-2,-2,29684,31804,33360,31886,28245,24420,3596,4360,3566,3447,6173,3041,1
4307,60000,2,1,1,35,3,4,3,2,2,1,18404,16831,16391,14805,12979,11051,9546,6885,5663,5002,3120,7210,0
4308,51000,2,2,1,31,0,1,0,1,1,0,10233,10926,9134,9543,9282,8855,77,209,72,111,89,129,0
4309,139000,2,1,2,25,0,0,1,2,3,4,58668,50223,44357,42007,36021,36694,21084,37745,33614,21857,14690,10518,0
4310,101000,2,2,2,56,-1,-2,-2,-2,-2,-2,59369,64249,69520,68184,72587,76196,20418,8088,24701,11553,23277,16639,0
4311,89000,1,1,2,21,-1,-2,-1,-1,-1,0,69072,63114,58243,62313,56528,48363,19804,9196,19111,19538,19536,14457,0
4312,107000,2,2,1,28,-1,-2,-2,-2,-2,-2,13822,12834,11248,10046,10741,10981,759,634,713,864,434,444,0
4313,62000,1,1,2,31,-1,0,-1,-1,0,1,14822,15557,16434,17135,17077,18497,3153,2926,5884,8763,3940,7553,0
4314,134000,2,2,1,43,1,0,0,-1,-2,-1,45994,49520,48568,44784,42329,44066,13217,15345,13541,10194,14531,12445,0
4315,35000,2,2,2,32,-1,0,-1,-1,-1,-2,29293,24170,20508,21239,17745,18500,23400,20459,9278,9095,9658,9250,0
4316,73000,1,2,1,37,3,3,3,4,3,2,30269,32442,35101,31424,30322,25049,11547,8753,10770,15428,16996,15326,0
4317,64000,2,1,1,31,-1,-1,-1,-1,-1,-2,48327,49138,45861,48467,52094,50418,6101,11854,5293,8010,6556,10018,0
4318,55000,1,1,1,52,2,3,4,5,5,4,22727,18702,17564,14829,11931,12692,12296,10445,8363,7394,6535,4227,0
4319,71000,2,1,2,39,-1,-1,-1,-2,-1,0,9464,7975,7757,7874,6385,5352,3532,2462,1968,2822,1472,1440,0
4320,39000,2,2,1,29,6,6,7,8,8,8,14819,12284,12004,11194,10881,10580,5420,5959,2818,5150,5086,4070,1
4321,668000,2,2,2,41,0,-1,-1,-1,-2,-1,48554,51679,49046,46477,44608,36925,16832,16670,20766,10311,10944,16648,0
4322,191000,2,1,2,33,4,5,4,4,3,2,21222,17734,16315,17028,17177,16242,2435,5984,4297,4673,5897,2251,0
4323,189000,2,2,2,52,2,1,1,1,2,1,98831,91705,92869,89354,78989,65289,5691,2913,2670,2610,3223,1908,0
4324,116000,2,2,2,47,-1,0,0,1,1,0,77213,77711,78920,76332,66115,67916,3261,2753,2969,2878,2979,2586,1
4325,157000,2,2,2,38,3,3,4,5,4,3,75860,77813,65323,65650,70718,71292,42543,35256,20190,15166,29386,41899,0
4326,154000,2,1,2,33,-1,0,0,-1,0,0,38227,40586,40888,33794,29742,24648,4656,8830,9384,8191,7307,2940,0
4327,52000,1,3,2,29,-1,-1,-1,-1,-2,-2,24267,26588,22206,22967,18988,18520,16471,9342,8776,11469,9783,7619,0
4328,51000,2,3,2,43,0,1,2,3,2,1,45767,41259,40083,33374,27249,22976,4814,3896,5148,2537,3011,3316,0
4329,32000,1,5,1,48,2,2,3,2,1,1,13450,10781,10668,8769,8067,8162,7062,7105,9570,4249,3488,5795,0
4330,125000,2,2,1,32,0,0,1,1,1,2,76984,83779,73059,69455,71766,77071,18444,14927,13283,14222,7167,14961,0
4331,14000,1,4,2,39,-1,-2,-2,-2,-1,0,6685,6362,6314,6212,6462,5823,3004,1477,2924,1285,2580,1684,0
4332,94000,1,1,1,40,-2,-2,-1,0,1,0,19189,16217,17664,14796,13476,13303,2158,2420,4366,1541,1497,1964,0
